codigo;codigo_cliente
19000031;10764
29000515;10764
29000522;10764
29000527;10764
10110222;10879
10010147;10880
10010155;10880
10010156;10880
10010165;10880
10010166;10880
10041006;10880
10041222;10880
10080040;10880
10080041;10880
10080108;10880
10080270;10880
10110222;10880
10110223;10880
10120120;10880
10120685;10880
10160140;10880
10182003;10880
10222056;10880
10230008;10880
10230009;10880
10230071;10880
10231080;10880
10250005;10880
10250200;10880
10274030;10880
10274032;10880
10274035;10880
10274041;10880
10274044;10880
10274050;10880
10279020;10880
10450142;10880
10450143;10880
10450153;10880
10450322;10880
10450349;10880
10451430;10880
10860027;10880
10860042;10880
10860082;10880
10866220;10880
13850065;10880
14040156;10880
14040162;10880
19000032;10880
19000299;10880
29000522;10880
29000526;10880
29000540;10880
10010147;10993
10011030;10993
10041006;10993
10050101;10993
10080040;10993
10080041;10993
10080108;10993
10080270;10993
10080280;10993
10120111;10993
10120120;10993
10160141;10993
10182003;10993
10182004;10993
10230001;10993
10230008;10993
10230009;10993
10230015;10993
10230016;10993
10230924;10993
10235030;10993
10320001;10993
10370452;10993
10371621;10993
10400421;10993
10866220;10993
12430500;10993
12540001;10993
12611050;10993
13320100;10993
13621230;10993
23131160;10993
29000481;10993
29000503;10993
29000505;10993
29000508;10993
29000515;10993
29000517;10993
29000518;10993
29000519;10993
29000520;10993
29000521;10993
29000522;10993
29000531;10993
29000540;10993
29000549;10993
10230071;11028
29000522;11028
10230009;11054
29000521;11054
10450073;11156
10450169;11156
10450224;11156
10450231;11156
10030198;11203
10080270;11203
10080280;11203
10160141;11203
10230009;11203
13320126;11203
13621230;11203
10000003;11216
10080270;11216
10080280;11216
10120120;11216
10160141;11216
10182003;11216
10230009;11216
10230071;11216
10230924;11216
10450218;11216
10450343;11216
10450349;11216
10450801;11216
12613000;11216
12613015;11216
13621230;11216
21090120;11216
29000496;11216
29000502;11216
29000506;11216
29000513;11216
29000520;11216
29000526;11216
29000528;11216
29000538;11216
29000540;11216
29000543;11216
10120120;11224
13621230;11224
10000003;11226
10010151;11226
10010167;11226
10011030;11226
10080040;11226
10080041;11226
10230009;11226
10230044;11226
10230071;11226
10230922;11226
10230924;11226
10274030;11226
10274035;11226
10274041;11226
10274043;11226
10274044;11226
10274045;11226
10274047;11226
10274050;11226
10274052;11226
10450079;11226
10450080;11226
10450084;11226
10450107;11226
10450169;11226
10450170;11226
13621230;11226
29000522;11226
29000527;11226
10010153;11243
10010156;11243
10080040;11243
10080108;11243
10080502;11243
10080503;11243
10110195;11243
10110222;11243
10110223;11243
10120120;11243
10150006;11243
10160050;11243
10160051;11243
10180160;11243
10180205;11243
10200404;11243
10230001;11243
10230009;11243
1027002503;11243
10274041;11243
10274044;11243
10450099;11243
10450224;11243
10450233;11243
10861000;11243
10861020;11243
10861030;11243
10861040;11243
10861045;11243
10861060;11243
13320100;11243
13621230;11243
29000515;11243
29000516;11243
10000003;11253
10011030;11253
10080040;11253
10080041;11253
10182003;11253
10200412;11253
10230001;11253
10230008;11253
10230009;11253
10274041;11253
10274044;11253
10274050;11253
10450437;11253
10862055;11253
10866220;11253
14040156;11253
10010150;11308
10120120;11308
10230924;11308
10010150;11336
10010151;11336
10010164;11336
10010165;11336
10010167;11336
10010169;11336
10050101;11336
10080040;11336
10080270;11336
10080502;11336
10110222;11336
10110223;11336
10120120;11336
10120137;11336
10160050;11336
10160140;11336
10182003;11336
10230009;11336
10230924;11336
10450071;11336
10450077;11336
10450079;11336
10450080;11336
10450084;11336
10450233;11336
10450235;11336
10450237;11336
12430500;11336
12470040;11336
13320100;11336
13320125;11336
13320126;11336
13621230;11336
13850003;11336
21090120;11336
29000520;11336
29000522;11336
29000524;11336
29000549;11336
10041004;11359
10041005;11359
10041006;11359
10080270;11359
10080280;11359
10120606;11359
10160140;11359
10230009;11359
10230043;11359
10230044;11359
10404004;11359
10680023;11359
12610020;11359
12610021;11359
12610051;11359
12611050;11359
12613000;11359
12613005;11359
12613010;11359
13320100;11359
13621230;11359
20100002;11359
20326461;11359
21090120;11359
23131160;11359
29000481;11359
29000484;11359
29000486;11359
29000490;11359
29000499;11359
29000502;11359
29000503;11359
29000507;11359
29000508;11359
29000510;11359
29000513;11359
29000517;11359
29000518;11359
29000520;11359
29000522;11359
29000528;11359
29000538;11359
29000540;11359
29000545;11359
29000549;11359
10000003;11405
10011030;11405
10080040;11405
10080041;11405
10080270;11405
10120120;11405
10120211;11405
10160050;11405
10160051;11405
10160140;11405
10160141;11405
10200408;11405
10200412;11405
10222050;11405
10230031;11405
10230921;11405
10231185;11405
10231187;11405
10250024;11405
10250040;11405
10250202;11405
10270118;11405
10270500;11405
10270502;11405
10278636;11405
10320001;11405
10400421;11405
10450217;11405
10450237;11405
10451161;11405
12150021;11405
12150023;11405
12430500;11405
12431001;11405
13131010;11405
13320100;11405
13320126;11405
13320129;11405
13621230;11405
13850004;11405
13850005;11405
13850020;11405
13850024;11405
13850040;11405
13850062;11405
13850065;11405
16650420;11405
29000518;11405
29000519;11405
29000522;11405
29000524;11405
29000549;11405
29000550;11405
29000569;11405
10011030;11476
10080270;11476
10080280;11476
10110223;11476
10222055;11476
10222056;11476
10222057;11476
10230008;11476
10230009;11476
10230015;11476
10230016;11476
10230043;11476
10230044;11476
10230924;11476
10320001;11476
13220011;11476
13850001;11476
13850003;11476
13850020;11476
13850022;11476
13850023;11476
13850024;11476
10000003;11546
10230001;11546
10230924;11573
13850065;11573
10010147;11575
10010155;11575
10041004;11575
10080040;11575
10080280;11575
10080502;11575
10120685;11575
10160050;11575
10160051;11575
10160140;11575
10200403;11575
10200404;11575
10200410;11575
10230008;11575
10230009;11575
10230040;11575
10235030;11575
10274041;11575
10861000;11575
10861010;11575
10861030;11575
10861045;11575
12400147;11575
12431001;11575
12470032;11575
12613005;11575
133201501;11575
13320152;11575
13621230;11575
10010151;11683
10010152;11683
10010151;11683
10010165;11683
10011030;11683
10080040;11683
10080041;11683
10080270;11683
10080280;11683
10120111;11683
10120137;11683
10160050;11683
10182005;11683
10222056;11683
10230001;11683
10230009;11683
10230071;11683
10230924;11683
10274041;11683
10274043;11683
10274044;11683
10274045;11683
10274047;11683
10274050;11683
10274052;11683
10450072;11683
10450142;11683
10450218;11683
10450363;11683
10450368;11683
10450801;11683
10866220;11683
10866243;11683
29000521;11683
29000522;11683
29000524;11683
10120120;11703
13621230;11703
29000522;11703
10160141;11751
10182004;11751
10230008;11751
10230009;11751
29000545;11751
10010099;11763
10010150;11763
10010151;11763
10010152;11763
10010165;11763
10030198;11763
10080040;11763
10080041;11763
10080270;11763
10080280;11763
10110222;11763
10120111;11763
10120120;11763
10120605;11763
10160050;11763
10230001;11763
10230009;11763
10230071;11763
10230924;11763
10270502;11763
10450077;11763
10451133;11763
12430500;11763
12540001;11763
12610500;11763
12613005;11763
12613015;11763
13320100;11763
13621230;11763
13850001;11763
13850065;11763
14040156;11763
14040162;11763
19000032;11763
29000517;11763
29000518;11763
29000521;11763
29000522;11763
29000524;11763
29000538;11763
29000549;11763
29000567;11763
10000003;11838
10010064;11838
10010147;11838
10010151;11838
10010152;11838
10010155;11838
10010164;11838
10010165;11838
10010167;11838
10010169;11838
10041004;11838
10041005;11838
10041006;11838
10080035;11838
10080108;11838
10080270;11838
10080280;11838
10120120;11838
10120209;11838
10120685;11838
10160050;11838
10160133;11838
10160135;11838
10160140;11838
10160141;11838
10161090;11838
10230001;11838
10230008;11838
10230009;11838
10230016;11838
10230044;11838
10230922;11838
10230924;11838
10274032;11838
10274041;11838
10274044;11838
10274050;11838
10274052;11838
10450077;11838
10450079;11838
10450080;11838
10450099;11838
10450119;11838
10450140;11838
10450141;11838
10450144;11838
10450158;11838
10450159;11838
10450169;11838
10450170;11838
10450217;11838
10450437;11838
10450457;11838
10451430;11838
10860102;11838
10866220;11838
12610051;11838
14040156;11838
19000031;11838
19000032;11838
29000522;11838
29000526;11838
29000527;11838
29000528;11838
29000567;11838
10160050;11941
10230008;11941
10680020;11941
10680023;11941
13320050;11941
13320051;11941
13320057;11941
13320058;11941
13320074;11941
10000003;11973
10041006;11973
10050101;11973
10070820;11973
10080270;11973
10080280;11973
10080502;11973
10120111;11973
10120137;11973
10160140;11973
10222055;11973
10222056;11973
10222057;11973
10230009;11973
10230071;11973
10230922;11973
10400310;11973
10450080;11973
10450233;11973
10450235;11973
10450437;11973
10680004;11973
10866220;11973
10866240;11973
12610500;11973
13621230;11973
19000032;11973
29000517;11973
29000520;11973
29000522;11973
29000549;11973
10080040;11991
10080041;11991
10120111;11991
10120120;11991
10160050;11991
10230009;11991
10230925;11991
13621230;11991
29000521;11991
29000522;11991
10010139;12020
10010171;12020
10010174;12020
10011047;12020
10050101;12020
10080040;12020
10080041;12020
10080270;12020
10080280;12020
10120120;12020
10160050;12020
10182003;12020
10222055;12020
10222056;12020
10230009;12020
10230016;12020
10230071;12020
10230922;12020
10230924;12020
10450218;12020
10450349;12020
10450801;12020
10866220;12020
13621230;12020
29000517;12020
29000520;12020
29000521;12020
29000522;12020
29000524;12020
29000549;12020
10000003;12032
10010151;12032
10010155;12032
10010169;12032
10041006;12032
10120120;12032
10160050;12032
10160140;12032
10182003;12032
10230001;12032
10230009;12032
10230016;12032
10230924;12032
10450105;12032
10450137;12032
10450142;12032
10450144;12032
10866220;12032
10000003;12068
10120120;12068
10230043;12068
10450073;12068
10160140;12088
10450437;12088
13621230;12088
10000003;12104
10030198;12104
10030198;12104
10041004;12104
10041005;12104
10080270;12104
10160050;12104
10160051;12104
10160141;12104
10182003;12104
10230009;12104
10230043;12104
10230071;12104
10230924;12104
10610001;12104
12610021;12104
12610500;12104
12611000;12104
13320100;12104
13621230;12104
19000031;12104
19000032;12104
29000515;12104
29000517;12104
29000520;12104
29000521;12104
29000522;12104
29000524;12104
29000549;12104
10000003;12125
10010150;12125
10010151;12125
10010152;12125
10010165;12125
10011030;12125
10020113;12125
10030198;12125
10041004;12125
10041005;12125
10041006;12125
10041222;12125
10080040;12125
10080041;12125
10110223;12125
10120111;12125
10120120;12125
10120137;12125
10120404;12125
10120412;12125
10121000;12125
10160050;12125
10160051;12125
10160141;12125
10182003;12125
10182005;12125
10200409;12125
10222050;12125
10222056;12125
10230001;12125
10230008;12125
10230009;12125
10230071;12125
10230924;12125
10250050;12125
10270502;12125
10320001;12125
10400421;12125
10404004;12125
10450058;12125
10450069;12125
10450070;12125
10450071;12125
10450073;12125
10450074;12125
10450077;12125
10450079;12125
10450080;12125
10450084;12125
10450099;12125
10450119;12125
10450169;12125
10450170;12125
10450224;12125
10450233;12125
10450235;12125
10450237;12125
10450258;12125
10450366;12125
10450437;12125
10450457;12125
10450458;12125
10451133;12125
10451162;12125
10680004;12125
10680020;12125
10866220;12125
11350125;12125
11350127;12125
11350127;12125
11350129;12125
11350131;12125
12430052;12125
12470042;12125
12470613;12125
12610051;12125
13320052;12125
13320100;12125
13320126;12125
13320127;12125
13320130;12125
13500001;12125
13621230;12125
29000517;12125
29000527;12125
29000529;12125
10000003;12157
10010064;12157
10010145;12157
10010150;12157
10010151;12157
10010152;12157
10010155;12157
10010156;12157
10010160;12157
10010165;12157
10010167;12157
10010169;12157
10010174;12157
10011030;12157
10041222;12157
10080005;12157
10080035;12157
10080040;12157
10080041;12157
10080108;12157
10080270;12157
10080280;12157
10080502;12157
10110223;12157
10120120;12157
10120685;12157
10160050;12157
10160051;12157
10160140;12157
10170176;12157
10182003;12157
10182004;12157
10182005;12157
10222055;12157
10222056;12157
10230001;12157
10230009;12157
10230071;12157
10230924;12157
10270019;12157
10274043;12157
10274044;12157
10274050;12157
10450024;12157
10450049;12157
10450058;12157
10450059;12157
10450068;12157
10450070;12157
10450074;12157
10450079;12157
10450100;12157
10450140;12157
10450144;12157
10450169;12157
10450217;12157
10450218;12157
10450233;12157
10450234;12157
10450235;12157
10450349;12157
10450364;12157
10450366;12157
10450368;12157
10450437;12157
10450801;12157
10451161;12157
10866220;12157
10866243;12157
13220011;12157
13621230;12157
13850001;12157
13850003;12157
13850005;12157
13850022;12157
19000031;12157
29000481;12157
29000515;12157
29000516;12157
29000521;12157
29000522;12157
29000524;12157
29000526;12157
29000527;12157
29000529;12157
10000102;12168
10011030;12168
10120120;12168
10222055;12168
10230009;12168
10230015;12168
10230016;12168
10230921;12168
10230924;12168
19000031;12168
19000032;12168
29000522;12168
10000003;12712
10010152;12712
10010165;12712
10010167;12712
10010169;12712
10041004;12712
10041006;12712
10080040;12712
10080041;12712
10120120;12712
10160050;12712
10160141;12712
10182003;12712
10230009;12712
10230044;12712
10230071;12712
10450058;12712
10450070;12712
10450073;12712
10450092;12712
10450215;12712
10450218;12712
10450233;12712
10450234;12712
10450235;12712
10450363;12712
10450364;12712
10450369;12712
10450371;12712
10450437;12712
10450801;12712
10451162;12712
11400024;12712
13320125;12712
13621230;12712
13850001;12712
29000517;12712
29000520;12712
29000521;12712
29000522;12712
29000527;12712
29000549;12712
10222056;12769
10000003;12781
10010155;12781
10011030;12781
10020110;12781
10030601;12781
10041004;12781
10120111;12781
10120120;12781
10160141;12781
10222050;12781
10230009;12781
10270502;12781
10274032;12781
10450437;12781
13621230;12781
20310290;12781
29000517;12781
29000520;12781
29000521;12781
29000522;12781
29000549;12781
10080005;12802
10080270;12802
10080280;12802
10230008;12802
10235021;12802
10235030;12802
10251241;12802
10251244;12802
10251249;12802
10251251;12802
10450218;12802
10450801;12802
13500200;12802
13622206;12802
10160140;12818
10230924;12818
10866220;12818
10866240;12818
12613000;12818
13621230;12818
21090120;12818
29000499;12818
29000517;12818
29000520;12818
29000522;12818
29000540;12818
10010155;12832
10011030;12832
10041004;12832
10041005;12832
10050101;12832
10080033;12832
10080108;12832
10080270;12832
10080280;12832
10080502;12832
10110223;12832
10120111;12832
10120120;12832
10160050;12832
10160141;12832
10182003;12832
10200405;12832
10230001;12832
10230005;12832
10230008;12832
10230009;12832
10230016;12832
10230071;12832
10230924;12832
10235030;12832
10235033;12832
10235189;12832
10450168;12832
10450363;12832
10680025;12832
10866220;12832
10866243;12832
11400024;12832
12610500;12832
12610550;12832
12613000;12832
12613015;12832
13320100;12832
29000481;12832
29000499;12832
29000522;12832
29000527;12832
29000540;12832
10010171;12872
10080005;12872
10080124;12872
10120120;12872
10120312;12872
10160050;12872
10200128;12872
10230008;12872
10230071;12872
10450104;12872
10450234;12872
10450237;12872
10450457;12872
10451133;12872
10861045;12872
10866220;12872
12430500;12872
12470199;12872
13621230;12872
29000522;12872
29000557;12872
13850062;12889
19000032;12889
10000003;12939
10005000;12939
10005001;12939
10010150;12939
10010151;12939
10010152;12939
10010160;12939
10010165;12939
10041004;12939
10041222;12939
10041224;12939
10050101;12939
10080033;12939
10080052;12939
10080270;12939
10080280;12939
10080502;12939
10110222;12939
10110223;12939
10120137;12939
10120685;12939
10160065;12939
10160141;12939
10161090;12939
10161116;12939
10182005;12939
10222050;12939
10222056;12939
10230001;12939
10230008;12939
10230009;12939
10230924;12939
10231180;12939
10231185;12939
10247304;12939
10247305;12939
1027002501;12939
10272020;12939
10274032;12939
10274035;12939
10274052;12939
10320001;12939
10404004;12939
10450014;12939
10450077;12939
10450080;12939
10450098;12939
10450099;12939
10450136;12939
10450141;12939
10450157;12939
10450216;12939
10450217;12939
10450219;12939
10450224;12939
10450289;12939
10450335;12939
10450336;12939
10450350;12939
10450364;12939
10451130;12939
10451430;12939
10866220;12939
10866240;12939
11400024;12939
11400025;12939
12150021;12939
12431000;12939
12613000;12939
12613015;12939
13220003;12939
13220059;12939
13500200;12939
13620112;12939
13621230;12939
13850001;12939
13850020;12939
14040156;12939
19000348;12939
29000486;12939
29000515;12939
29000517;12939
29000521;12939
29000522;12939
29000524;12939
29000530;12939
29000532;12939
10000003;12975
10030198;12975
10080040;12975
10080041;12975
10080203;12975
10080270;12975
10080280;12975
10120120;12975
10160050;12975
10160140;12975
10182003;12975
10230001;12975
10230008;12975
10230009;12975
10235033;12975
10400421;12975
10866220;12975
12613000;12975
12613005;12975
12613015;12975
21090120;12975
29000484;12975
29000494;12975
29000498;12975
29000499;12975
29000501;12975
29000503;12975
29000507;12975
29000508;12975
29000509;12975
29000513;12975
29000517;12975
29000520;12975
29000521;12975
29000522;12975
29000524;12975
29000531;12975
29000532;12975
29000538;12975
29000543;12975
29000549;12975
10005000;13050
10005001;13050
10041222;13050
10041224;13050
1007082;13050
10080040;13050
10080270;13050
10120120;13050
10160141;13050
10230040;13050
10230071;13050
10230890;13050
10270089;13050
10270090;13050
10270500;13050
10270502;13050
10274043;13050
10274050;13050
10274052;13050
10400421;13050
10450233;13050
10450234;13050
10450235;13050
10450437;13050
12611000;13050
13320129;13050
13480031;13050
13621230;13050
29000481;13050
29000517;13050
29000520;13050
29000522;13050
10230009;13061
10450349;13061
12540001;13061
12541004;13061
10011030;13066
10080041;13066
10160141;13066
10230001;13066
10230008;13066
10230009;13066
10230071;13066
10450169;13066
13850065;13066
19000032;13066
10000100;13095
10000100;13095
10080108;13095
10230008;13095
10230040;13095
10230071;13095
10230924;13095
10450024;13095
10866220;13095
13220019;13095
13621230;13095
29000501;13095
29000513;13095
29000522;13095
29000538;13095
29000540;13095
10080040;13166
10080041;13166
10080270;13166
10230001;13166
10230009;13166
10274043;13166
10274050;13166
13621230;13166
13850003;13166
29000522;13166
29000549;13166
10000003;13169
10030081;13169
10030313;13169
10050322;13169
10160140;13169
10182003;13169
10222057;13169
10230071;13169
10230924;13169
10450237;13169
12611000;13169
12611010;13169
12611020;13169
13621230;13169
14010055;13169
21090120;13169
29000490;13169
29000491;13169
29000495;13169
29000496;13169
29000499;13169
29000501;13169
29000502;13169
29000506;13169
29000507;13169
29000508;13169
29000509;13169
29000510;13169
29000513;13169
29000517;13169
29000519;13169
29000520;13169
29000522;13169
29000524;13169
29000531;13169
29000538;13169
29000540;13169
29000549;13169
10120120;13203
13621230;13203
10000003;13205
10010155;13205
10010156;13205
10011030;13205
10011046;13205
10041006;13205
10230001;13205
10230008;13205
10230009;13205
10230071;13205
10274044;13205
10274045;13205
10274050;13205
10274052;13205
10450099;13205
10450142;13205
10450233;13205
10450235;13205
10450370;13205
10450437;13205
10866220;13205
13621230;13205
13850001;13205
13850020;13205
13850022;13205
14040156;13205
19000032;13205
13850065;13207
29000522;13207
10000003;13278
10010137;13278
10010138;13278
10010152;13278
10010166;13278
10010168;13278
10010173;13278
10030081;13278
10080033;13278
10080040;13278
10080041;13278
10080131;13278
10080133;13278
10080270;13278
10080280;13278
10120120;13278
10160050;13278
10160141;13278
10222055;13278
10222056;13278
10222057;13278
10230001;13278
10230008;13278
10230009;13278
10230015;13278
10230016;13278
10230019;13278
10230020;13278
10230043;13278
10230044;13278
10250004;13278
10251201;13278
10251210;13278
10251211;13278
10270089;13278
10270090;13278
10270095;13278
10278601;13278
10278636;13278
10450074;13278
10450077;13278
10450084;13278
10450144;13278
10450170;13278
10450349;13278
12430052;13278
12430500;13278
12430501;13278
12431000;13278
12431001;13278
12431002;13278
12613005;13278
13320052;13278
13320083;13278
13320100;13278
19000482;13278
29000500;13278
29000554;13278
10080270;13283
10080280;13283
10120111;13283
10120120;13283
10160050;13283
10160141;13283
10222056;13283
10230009;13283
10230924;13283
10270088;13283
10270089;13283
10010147;13287
10080033;13287
10222050;13287
10274050;13287
10450025;13287
10450152;13287
10450224;13287
10450237;13287
10860085;13287
10866243;13287
29000517;13287
29000549;13287
10230008;13291
10230071;13291
10270219;13291
10270220;13291
13320100;13291
13621230;13291
13621230;13356
10000003;13373
10011030;13373
10080280;13373
10222055;13373
10222056;13373
10230071;13373
10230921;13373
10270500;13373
10270502;13373
10000003;13375
10011030;13375
10080270;13375
10120111;13375
10160141;13375
10222055;13375
10230001;13375
10230008;13375
10230009;13375
10230922;13375
10450233;13375
10451133;13375
10861420;13375
23131160;13375
29000501;13375
29000517;13375
29000520;13375
29000522;13375
29000538;13375
29000549;13375
10230008;13377
10080502;13390
10230924;13390
10450157;13390
13320100;13390
10000003;13394
10010152;13394
10010155;13394
10080040;13394
10110222;13394
10110223;13394
10120111;13394
